Last First Name,school,School/Info,position,start year,end year (-1 current position),,position,,,school,len school name
Spangler Tommy,presbyterian, Presbyterian (DC),dc,2013,-1,presbyterian (dc),dc,TRUE,14,presbyterian,12
Spangler Tommy,presbyterian, Presbyterian (DC/Asst. HC),ga,1997,2000,presbyterian (dc/asst. hc),ga,TRUE,14,presbyterian,12
Sparano Tony,boston university, Boston University,ol,1988,1988,boston university,ol,TRUE,#VALUE!,boston university,17
Sparano Tony,boston university, Boston University,oc,1989,1993,boston university,oc,TRUE,#VALUE!,boston university,17
Sparano Tony,cleveland browns, Cleveland Browns,ga,1999,1999,cleveland browns,ga,TRUE,#VALUE!,cleveland browns,16
Sparano Tony,cleveland browns, Cleveland Browns,ol,2000,2000,cleveland browns,ol,TRUE,#VALUE!,cleveland browns,16
Sparano Tony,dallas cowboys, Dallas Cowboys,te,2003,2004,dallas cowboys,te,TRUE,#VALUE!,dallas cowboys,14
Sparano Tony,dallas cowboys, Dallas Cowboys,ol,2005,2006,dallas cowboys,ol,TRUE,#VALUE!,dallas cowboys,14
Sparano Tony,jacksonville jaguars, Jacksonville Jaguars,te,2002,2002,jacksonville jaguars,te,TRUE,#VALUE!,jacksonville jaguars,20
Sparano Tony,university of new haven, University of New Haven,ol,1984,1987,university of new haven,ol,TRUE,#VALUE!,university of new haven,23
Sparano Tony,university of new haven, University of New Haven,hc,1994,1998,university of new haven,hc,TRUE,#VALUE!,university of new haven,23
Sparano Tony,washington redskins, Washington Redskins,te,2001,2001,washington redskins,te,TRUE,#VALUE!,washington redskins,19
Sparks Ken,carsonnewman, CarsonNewman,hc,1980,-1,carsonnewman,hc,TRUE,#VALUE!,carsonnewman,12
Sparks Ken,farragut hs, Farragut HS (TN),hc,1977,1979,farragut hs (tn),hc,TRUE,13,farragut hs,11
Spaziani Frank,boston college, Boston College,hc,2009,2012,boston college,hc,TRUE,#VALUE!,boston college,14
Spaziani Frank,boston college, Boston College (DC),dc,1999,2008,boston college (dc),dc,TRUE,16,boston college,14
Spaziani Frank,boston college, Boston College (RB),rb,1997,1998,boston college (rb),rb,TRUE,16,boston college,14
Spaziani Frank,calgary stampeders, Calgary Stampeders (DC),dc,1994,1996,calgary stampeders (dc),dc,TRUE,20,calgary stampeders,18
Spaziani Frank,navy, Navy (DB),db,1977,1981,navy (db),db,TRUE,6,navy,4
Spaziani Frank,navy, Navy (TE/OT),te,1975,1977,navy (te/ot),te,TRUE,6,navy,4
Spaziani Frank,penn state, Penn State (GA),ga,1969,1969,penn state (ga),ga,TRUE,12,penn state,10
Spaziani Frank,virginia, Virginia (DB),db,1982,1985,virginia (db),db,TRUE,10,virginia,8
Spaziani Frank,virginia, Virginia (DB/DC),db,1985,1991,virginia (db/dc),db,TRUE,10,virginia,8
Spaziani Frank,winnipeg blue bombers, Winnipeg Blue Bombers (DC),dc,1992,1993,winnipeg blue bombers (dc),dc,TRUE,23,winnipeg blue bombers,21
Spears Melvin,alabama state, Alabama State (OC),oc,2010,2010,alabama state (oc),oc,TRUE,15,alabama state,13
Spears Melvin,alcorn state, Alcorn State,hc,2011,2011,alcorn state,hc,TRUE,#VALUE!,alcorn state,12
Spears Melvin,casa grande union h.s., Casa Grande Union H.S. (DC),dc,1992,1994,casa grande union h.s. (dc),dc,TRUE,24,casa grande union h.s.,22
Spears Melvin,grambling state, Grambling State,hc,2004,2006,grambling state,hc,TRUE,#VALUE!,grambling state,15
Spears Melvin,grambling state, Grambling State (OC),oc,1998,2003,grambling state (oc),oc,TRUE,17,grambling state,15
Spears Melvin,morgan state, Morgan State (DC),dc,1995,1997,morgan state (dc),dc,TRUE,14,morgan state,12
Spears Melvin,texas southern, Texas Southern (RB),rb,2009,2009,texas southern (rb),rb,TRUE,16,texas southern,14
Spears Melvin,texas southern, Texas Southern (WR),wr,2008,2008,texas southern (wr),wr,TRUE,16,texas southern,14
Speckman Mark,menlo, Menlo,hc,2012,-1,menlo,hc,TRUE,#VALUE!,menlo,5
Speckman Mark,willamette, Willamette,hc,1998,2011,willamette,hc,TRUE,#VALUE!,willamette,10
Speckman Mark,willamette, Willamette (OC),oc,1995,1997,willamette (oc),oc,TRUE,12,willamette,10
Speir Mark,appalachian state, Appalachian State (ILB),lb,2011,2011,appalachian state (ilb),lb,TRUE,19,appalachian state,17
Speir Mark,appalachian state, Appalachian State (DE),dl,2009,2010,appalachian state (de),dl,TRUE,19,appalachian state,17
Speir Mark,appalachian state, Appalachian State (DL),dl,2005,2009,appalachian state (dl),dl,TRUE,19,appalachian state,17
Speir Mark,appalachian state, Appalachian State (RB),rb,2003,2004,appalachian state (rb),rb,TRUE,19,appalachian state,17
Speir Mark,elon, Elon (DL),dl,2002,2002,elon (dl),dl,TRUE,6,elon,4
Speir Mark,elon, Elon (RB/ST),rb,2000,2001,elon (rb/st),rb,TRUE,6,elon,4
Speir Mark,presbyterian, Presbyterian (DL),dl,1997,1999,presbyterian (dl),dl,TRUE,14,presbyterian,12
Speir Mark,western carolina, Western Carolina (OLB),lb,1994,1994,western carolina (olb),lb,TRUE,18,western carolina,16
Speir Mark,western carolina, Western Carolina,hc,2012,-1,western carolina,hc,TRUE,#VALUE!,western carolina,16
Speir Mark,western carolina, Western Carolina (DL),dl,1995,1996,western carolina (dl),dl,TRUE,18,western carolina,16
Speir Mark,western carolina, Western Carolina (RB),rb,1991,1993,western carolina (rb),rb,TRUE,18,western carolina,16
Sperbeck Marshall,foothill jc, Foothill JC,hc,1992,2006,foothill jc,hc,TRUE,#VALUE!,foothill jc,11
Sperbeck Marshall,foothill jc, Foothill JC (OC),oc,1986,1991,foothill jc (oc),oc,TRUE,13,foothill jc,11
Sperbeck Marshall,foothill jc, Foothill JC (QB/WR),qb,1985,1985,foothill jc (qb/wr),qb,TRUE,13,foothill jc,11
Sperbeck Marshall,sacramento state, Sacramento State,hc,2007,2013,sacramento state,hc,TRUE,#VALUE!,sacramento state,16
Spoo Bob,eastern illinois, Eastern Illinois,hc,1987,2011,eastern illinois,hc,TRUE,#VALUE!,eastern illinois,16
Spoo Bob,purdue, Purdue (QB),qb,1978,1986,purdue (qb),qb,TRUE,8,purdue,6
Spoo Bob,wisconsin, Wisconsin (QB),qb,1973,1977,wisconsin (qb),qb,TRUE,11,wisconsin,9
Springston Mike,charleston, Charleston (WV),hc,2003,2004,charleston (wv),hc,TRUE,12,charleston,10
Springston Mike,eastern kentucky, Eastern Kentucky (OC),oc,2008,2010,eastern kentucky (oc),oc,TRUE,18,eastern kentucky,16
Springston Mike,walkertown hs, Walkertown HS (NC),hc,2011,-1,walkertown hs (nc),hc,TRUE,15,walkertown hs,13
Springston Mike,west virginia tech, West Virginia Tech,hc,1999,2002,west virginia tech,hc,TRUE,#VALUE!,west virginia tech,18
Spurrier Steve,duke, Duke,hc,1987,1989,duke,hc,TRUE,#VALUE!,duke,4
Spurrier Steve,duke, Duke (OC),oc,1980,1982,duke (oc),oc,TRUE,6,duke,4
Spurrier Steve,florida, Florida,hc,1990,2001,florida,hc,TRUE,#VALUE!,florida,7
Spurrier Steve,florida, Florida (QB),qb,1978,1978,florida (qb),qb,TRUE,9,florida,7
Spurrier Steve,georgia tech, Georgia Tech (QB),qb,1979,1979,georgia tech (qb),qb,TRUE,14,georgia tech,12
Spurrier Steve,south carolina, South Carolina,hc,2005,-1,south carolina,hc,TRUE,#VALUE!,south carolina,14
Spurrier Steve,tampa bay bandits, Tampa Bay Bandits,hc,1983,1985,tampa bay bandits,hc,TRUE,#VALUE!,tampa bay bandits,17
Spurrier Steve,washington redskins, Washington Redskins,hc,2002,2003,washington redskins,hc,TRUE,#VALUE!,washington redskins,19
Stallings Gene,alabama, Alabama (def. assistant),ga,1958,1964,alabama (def. assistant),ga,TRUE,9,alabama,7
Stallings Gene,alabama, Alabama,hc,1990,1996,alabama,hc,TRUE,#VALUE!,alabama,7
Stallings Gene,dallas cowboys, Dallas Cowboys (DB),db,1972,1985,dallas cowboys (db),db,TRUE,16,dallas cowboys,14
Stallings Gene,st. louis/phoenix cardinals, St. Louis/Phoenix Cardinals,hc,1986,1989,st. louis/phoenix cardinals,hc,TRUE,#VALUE!,st. louis/phoenix cardinals,27
Stallings Gene,texas a&m, Texas A&M,hc,1965,1971,texas a&m,hc,TRUE,#VALUE!,texas a&m,9
Stearns Howard,eastern new mexico, Eastern New Mexico,hc,1992,1993,eastern new mexico,hc,TRUE,#VALUE!,eastern new mexico,18
Steele Dale,ball state, Ball State (GA/OL),ga,1977,1977,ball state (ga/ol),ga,TRUE,12,ball state,10
Steele Dale,baylor, Baylor (WR/RC),wr,1999,2002,baylor (wr/rc),wr,TRUE,8,baylor,6
Steele Dale,campbell, Campbell,hc,2008,2012,campbell,hc,TRUE,#VALUE!,campbell,8
Steele Dale,e. tennessee state, E. Tennessee State (AHC/WR),ahc,2003,2003,e. tennessee state (ahc/wr),ahc,TRUE,20,e. tennessee state,18
Steele Dale,east carolina, East Carolina (AHC),ahc,1994,1994,east carolina (ahc),ahc,TRUE,15,east carolina,13
Steele Dale,east carolina, East Carolina (WR),wr,1989,1990,east carolina (wr),wr,TRUE,15,east carolina,13
Steele Dale,east carolina, East Carolina (WR/RC),wr,1991,1993,east carolina (wr/rc),wr,TRUE,15,east carolina,13
Steele Dale,elon, Elon (AHC/RB),ahc,2004,2006,elon (ahc/rb),ahc,TRUE,6,elon,4
Steele Dale,kansas state, Kansas State (TE/ST),te,1987,1987,kansas state (te/st),te,TRUE,14,kansas state,12
Steele Dale,kansas state, Kansas State (WR),wr,1988,1988,kansas state (wr),wr,TRUE,14,kansas state,12
Steele Dale,northern nash hs, Northern Nash HS (NC),hc,1995,1998,northern nash hs (nc),hc,TRUE,18,northern nash hs,16
Steele Dale,st. charles hs, St. Charles HS (LA) (AC),ga,1983,1983,st. charles hs (la) (ac),ga,TRUE,16,st. charles hs,14
Steele Dale,tulane, Tulane (assistant OL),ga,1980,1980,tulane (assistant ol),ga,TRUE,8,tulane,6
Steele Dale,tulane, Tulane (TE/K),te,1981,1981,tulane (te/k),te,TRUE,8,tulane,6
Steele Dale,tulane, Tulane (TE/RC),te,1982,1982,tulane (te/rc),te,TRUE,8,tulane,6
Steele Dale,wichita state, Wichita State (OLB),lb,1984,1984,wichita state (olb),lb,TRUE,15,wichita state,13
Steele Dale,wichita state, Wichita State (TE),te,1985,1986,wichita state (te),te,TRUE,15,wichita state,13
Steele Dale,wisconsin, Wisconsin (assistant OL),ga,1978,1978,wisconsin (assistant ol),ga,TRUE,11,wisconsin,9
Steele Dale,wisconsin, Wisconsin (OE),ga,1979,1979,wisconsin (oe),ga,TRUE,11,wisconsin,9
Steele Kevin,alabama, Alabama (Associate HC),ahc,2008,2008,alabama (associate hc),ahc,TRUE,9,alabama,7
Steele Kevin,alabama, Alabama (DC),dc,2007,2007,alabama (dc),dc,TRUE,9,alabama,7
Steele Kevin,alabama, Alabama (Director Player Personnel),ga,2013,2013,alabama (director player personnel),ga,TRUE,9,alabama,7
Steele Kevin,alabama, Alabama (LB),lb,2014,-1,alabama (lb),lb,TRUE,9,alabama,7
Steele Kevin,baylor, Baylor,hc,1999,2002,baylor,hc,TRUE,#VALUE!,baylor,6
Steele Kevin,carolina panthers, Carolina Panthers (LB),lb,1995,1998,carolina panthers (lb),lb,TRUE,19,carolina panthers,17
Steele Kevin,clemson, Clemson (DC/LB),dc,2009,2012,clemson (dc/lb),dc,TRUE,9,clemson,7
Steele Kevin,florida state, Florida State (assistant),ga,2002,2006,florida state (assistant),ga,TRUE,15,florida state,13
Steele Kevin,nebraska, Nebraska (LB),lb,1989,1994,nebraska (lb),lb,TRUE,10,nebraska,8
Steele Kevin,new mexico state, New Mexico State (LB),lb,1983,1983,new mexico state (lb),lb,TRUE,18,new mexico state,16
Steele Kevin,oklahoma state, Oklahoma State (LB/TE),lb,1984,1986,oklahoma state (lb/te),lb,TRUE,16,oklahoma state,14
Steele Kevin,tennessee, Tennessee (OLB),lb,1982,1982,tennessee (olb),lb,TRUE,11,tennessee,9
Steele Kevin,tennessee, Tennessee (DB),db,1987,1988,tennessee (db),db,TRUE,11,tennessee,9
Steele Kevin,tennessee, Tennessee (GA),ga,1980,1981,tennessee (ga),ga,TRUE,11,tennessee,9
Stephens Ken,arkansas tech, Arkansas Tech,hc,1986,1992,arkansas tech,hc,TRUE,#VALUE!,arkansas tech,13
Stephens Ken,central arkansas, Central Arkansas,hc,1972,1981,central arkansas,hc,TRUE,#VALUE!,central arkansas,16
Stephens Ken,lamar, Lamar,hc,1982,1985,lamar,hc,TRUE,#VALUE!,lamar,5
Stephens Ken,ranger college, Ranger College,hc,2001,2004,ranger college,hc,TRUE,#VALUE!,ranger college,14
Sterbick Pete,grand view, Grand View (OC),oc,2008,2011,grand view (oc),oc,TRUE,12,grand view,10
Sterbick Pete,mcpherson, McPherson,hc,2012,2013,mcpherson,hc,TRUE,#VALUE!,mcpherson,9
Sterbick Pete,missouri western, Missouri Western (WR's),wr,2003,2003,missouri western (wr's),wr,TRUE,18,missouri western,16
Sterbick Pete,university of north dakota, University of North Dakota (GA/TE's),ga,2004,2004,university of north dakota (ga/te's),ga,TRUE,28,university of north dakota,26
Sterbick Pete,washington state, Washington State (GA),ga,2005,2007,washington state (ga),ga,TRUE,18,washington state,16
Stetson Stephen Steve,boston university, Boston University,hc,1985,1987,boston university,hc,TRUE,#VALUE!,boston university,17
Stetson Stephen Steve,hamilton, Hamilton,hc,2006,-1,hamilton,hc,TRUE,#VALUE!,hamilton,8
Stetson Stephen Steve,hamilton, Hamilton,hc,1982,1984,hamilton,hc,TRUE,#VALUE!,hamilton,8
Stetson Stephen Steve,hartwick, Hartwick,hc,1992,2001,hartwick,hc,TRUE,#VALUE!,hartwick,8
Stetson Stephen Steve,new hampshire, New Hampshire (assistant),ga,2002,2005,new hampshire (assistant),ga,TRUE,15,new hampshire,13
Stewart Bill,air force, Air Force (assistant),ga,1990,1993,air force (assistant),ga,TRUE,11,air force,9
Stewart Bill,arizona state, Arizona State (assistant),ga,1988,1989,arizona state (assistant),ga,TRUE,15,arizona state,13
Stewart Bill,marshall, Marshall (assistant),ga,1980,1980,marshall (assistant),ga,TRUE,10,marshall,8
Stewart Bill,montreal alouettes, Montreal Alouettes (OL),ol,1998,1998,montreal alouettes (ol),ol,TRUE,20,montreal alouettes,18
Stewart Bill,navy, Navy (assistant),ga,1984,1984,navy (assistant),ga,TRUE,6,navy,4
Stewart Bill,north carolina, North Carolina (assistant),ga,1979,1979,north carolina (assistant),ga,TRUE,16,north carolina,14
Stewart Bill,north carolina, North Carolina (assistant),ga,1985,1987,north carolina (assistant),ga,TRUE,16,north carolina,14
Stewart Bill,salem, Salem (assistant),ga,1977,1978,salem (assistant),ga,TRUE,7,salem,5
Stewart Bill,vmi, VMI,hc,1994,1996,vmi,hc,TRUE,#VALUE!,vmi,3
Stewart Bill,west virginia, West Virginia,hc,2008,2010,west virginia,hc,TRUE,#VALUE!,west virginia,13
Stewart Bill,west virginia, West Virginia (assistant),ga,2000,2007,west virginia (assistant),ga,TRUE,15,west virginia,13
Stewart Bill,william & mary, William & Mary (assistant),ga,1981,1983,william & mary (assistant),ga,TRUE,16,william & mary,14
Stewart Bill,winnipeg blue bombers, Winnipeg Blue Bombers (OC),oc,1999,1999,winnipeg blue bombers (oc),oc,TRUE,23,winnipeg blue bombers,21
Stitt Bob,austin college, Austin College (AHC/OC/STC),ahc,1994,1999,austin college (ahc/oc/stc),ahc,TRUE,16,austin college,14
Stitt Bob,colorado school of mines, Colorado School of Mines (HC/OC),oc,2000,-1,colorado school of mines (hc/oc),oc,TRUE,26,colorado school of mines,24
Stitt Bob,doane college, Doane College (OC/QB),oc,1989,1993,doane college (oc/qb),oc,TRUE,15,doane college,13
Stitt Bob,harvard university, Harvard University (OC),oc,1999,2000,harvard university (oc),oc,TRUE,20,harvard university,18
Stitt Bob,northern colorado greeley, Northern Colorado Greeley (GA),ga,1989,1989,northern colorado greeley (ga),ga,TRUE,27,northern colorado greeley,25
Stobart Charles R. Chuck,arizona, Arizona (OC),oc,1986,1986,arizona (oc),oc,TRUE,9,arizona,7
Stobart Charles R. Chuck,cincinnati, Cincinnati (QB),qb,1966,1966,cincinnati (qb),qb,TRUE,12,cincinnati,10
Stobart Charles R. Chuck,marshall, Marshall (OC),oc,1965,1965,marshall (oc),oc,TRUE,10,marshall,8
Stobart Charles R. Chuck,memphis, Memphis,hc,1989,1994,memphis,hc,TRUE,#VALUE!,memphis,7
Stobart Charles R. Chuck,miami oh, Miami (OH) (assistant),ga,1967,1968,miami (oh) (assistant),ga,TRUE,7,miami,8
Stobart Charles R. Chuck,michigan, Michigan (assistant),ga,1969,1976,michigan (assistant),ga,TRUE,10,michigan,8
Stobart Charles R. Chuck,ohio state, Ohio State (OC),oc,1995,2000,ohio state (oc),oc,TRUE,12,ohio state,10
Stobart Charles R. Chuck,pittsburgh, Pittsburgh (OC),oc,1985,1985,pittsburgh (oc),oc,TRUE,12,pittsburgh,10
Stobart Charles R. Chuck,toledo, Toledo,hc,1977,1981,toledo,hc,TRUE,#VALUE!,toledo,6
Stobart Charles R. Chuck,usc, USC (OC),oc,1987,1988,usc (oc),oc,TRUE,5,usc,3
Stobart Charles R. Chuck,utah, Utah,hc,1982,1984,utah,hc,TRUE,#VALUE!,utah,4
Stockstill Rick,bethune-cookman, Bethune-Cookman (OC/QB),oc,1983,1984,bethune-cookman (oc/qb),oc,TRUE,17,bethune-cookman,15
Stockstill Rick,central florida, Central Florida (WR),wr,1985,1988,central florida (wr),wr,TRUE,17,central florida,15
Stockstill Rick,clemson, Clemson (WR/QB),wr,1989,2002,clemson (wr/qb),wr,TRUE,9,clemson,7
Stockstill Rick,east carolina, East Carolina (OC),oc,2003,2003,east carolina (oc),oc,TRUE,15,east carolina,13
Stockstill Rick,middle tennessee, Middle Tennessee,hc,2006,-1,middle tennessee,hc,TRUE,#VALUE!,middle tennessee,16
Stockstill Rick,south carolina, South Carolina (WR),wr,2004,2005,south carolina (wr),wr,TRUE,16,south carolina,14
Stokley Nelson,clemson, Clemson (OC),oc,1979,1985,clemson (oc),oc,TRUE,9,clemson,7
Stokley Nelson,lsu, LSU (Freshmen),ga,1969,1971,lsu (freshmen),ga,TRUE,5,lsu,3
Stokley Nelson,lsu, LSU (GA),ga,1968,1968,lsu (ga),ga,TRUE,5,lsu,3
Stokley Nelson,southwestern louisiana, Southwestern Louisiana,hc,1986,1998,southwestern louisiana,hc,TRUE,#VALUE!,southwestern louisiana,22
Stokley Nelson,virginia tech, Virginia Tech (QB),qb,1972,1978,virginia tech (qb),qb,TRUE,15,virginia tech,13
Stolz Dennis E. Denny,alma, Alma,hc,1965,1970,alma,hc,TRUE,#VALUE!,alma,4
Stolz Dennis E. Denny,bowling green, Bowling Green,hc,1977,1985,bowling green,hc,TRUE,#VALUE!,bowling green,13
Stolz Dennis E. Denny,eastern hs, Eastern HS (MI),hc,1963,1964,eastern hs (mi),hc,TRUE,12,eastern hs,10
Stolz Dennis E. Denny,haslett hs, Haslett HS (MI),hc,1955,1962,haslett hs (mi),hc,TRUE,12,haslett hs,10
Stolz Dennis E. Denny,michigan state, Michigan State,hc,1973,1975,michigan state,hc,TRUE,#VALUE!,michigan state,14
Stolz Dennis E. Denny,michigan state, Michigan State (DC),dc,1971,1972,michigan state (dc),dc,TRUE,16,michigan state,14
Stolz Dennis E. Denny,san diego state, San Diego State,hc,1986,1988,san diego state,hc,TRUE,#VALUE!,san diego state,15
Stoops Bob,florida, Florida (DC),dc,1996,1998,florida (dc),dc,TRUE,9,florida,7
Stoops Bob,iowa, Iowa (GA),ga,1983,1984,iowa (ga),ga,TRUE,6,iowa,4
Stoops Bob,iowa, Iowa (vol. asst),ga,1985,1987,iowa (vol. asst),ga,TRUE,6,iowa,4
Stoops Bob,kansas state, Kansas State (Co-DC),dc,1991,1995,kansas state (co-dc),dc,TRUE,14,kansas state,12
Stoops Bob,kansas state, Kansas State (DB),db,1989,1990,kansas state (db),db,TRUE,14,kansas state,12
Stoops Bob,kent state, Kent State (asst),ga,1988,1988,kent state (asst),ga,TRUE,12,kent state,10
Stoops Bob,oklahoma, Oklahoma,hc,1999,-1,oklahoma,hc,TRUE,#VALUE!,oklahoma,8
Stoops Mark,arizona, Arizona (DC/DB),dc,2004,2009,arizona (dc/db),dc,TRUE,9,arizona,7
Stoops Mark,florida state, Florida State (DC/DB),dc,2010,2012,florida state (dc/db),dc,TRUE,15,florida state,13
Stoops Mark,houston, Houston (co-DC/SAF),dc,2000,2000,houston (co-dc/saf),dc,TRUE,9,houston,7
Stoops Mark,iowa, Iowa (GA),ga,1989,1991,iowa (ga),ga,TRUE,6,iowa,4
Stoops Mark,kentucky, Kentucky,hc,2013,-1,kentucky,hc,TRUE,#VALUE!,kentucky,8
Stoops Mark,miami, Miami (FL) (DB),db,2001,2003,miami (fl) (db),db,TRUE,7,miami,5
Stoops Mark,nordonia hs, Nordonia HS (OH) (DB),db,1992,1995,nordonia hs (oh) (db),db,TRUE,13,nordonia hs,11
Stoops Mark,south florida, South Florida (DB),db,1996,1996,south florida (db),db,TRUE,15,south florida,13
Stoops Mark,wyoming, Wyoming (DB),db,1997,1999,wyoming (db),db,TRUE,9,wyoming,7
Stoops Mike,arizona, Arizona,hc,2004,2011,arizona,hc,TRUE,#VALUE!,arizona,7
Stoops Mike,iowa, Iowa (assistant),ga,1986,1991,iowa (assistant),ga,TRUE,6,iowa,4
Stoops Mike,kansas state, Kansas State (assistant),ga,1992,1998,kansas state (assistant),ga,TRUE,14,kansas state,12
Stoops Mike,oklahoma, Oklahoma (co-DC/DB),dc,1999,2003,oklahoma (co-dc/db),dc,TRUE,10,oklahoma,8
Stoops Mike,oklahoma, Oklahoma (DC/ DB),dc,2012,-1,oklahoma (dc/ db),dc,TRUE,10,oklahoma,8
Stoutland Jeff,alabama, Alabama (OL),ol,2011,2012,alabama (ol),ol,TRUE,9,alabama,7
Stoutland Jeff,cornell, Cornell (OL),ol,1993,1996,cornell (ol),ol,TRUE,9,cornell,7
Stoutland Jeff,miami, Miami (interim HC),hc,2010,2010,miami (interim hc),hc,TRUE,7,miami,5
Stoutland Jeff,miami, Miami (OL),ol,2007,2010,miami (ol),ol,TRUE,7,miami,5
Stoutland Jeff,michigan state, Michigan State (OL),ol,2000,2006,michigan state (ol),ol,TRUE,16,michigan state,14
Stoutland Jeff,philadelphia eagles, Philadelphia Eagles (OL),ol,2013,-1,philadelphia eagles (ol),ol,TRUE,21,philadelphia eagles,19
Stoutland Jeff,southern connecticut, Southern Connecticut (LB),lb,1984,1985,southern connecticut (lb),lb,TRUE,22,southern connecticut,20
Stoutland Jeff,southern connecticut, Southern Connecticut (OC),oc,1988,1992,southern connecticut (oc),oc,TRUE,22,southern connecticut,20
Stoutland Jeff,syracuse, Syracuse (GA),ga,1986,1987,syracuse (ga),ga,TRUE,10,syracuse,8
Stoutland Jeff,syracuse, Syracuse (OL),ol,1997,1999,syracuse (ol),ol,TRUE,10,syracuse,8
Stowers Tim,auburn, Auburn (assistant),ga,1979,1983,auburn (assistant),ga,TRUE,8,auburn,6
Stowers Tim,central connecticut, Central Connecticut (assistant),ga,2010,2012,central connecticut (assistant),ga,TRUE,21,central connecticut,19
